id;hp_name;hp_apodo;hp_apodo_second;hp_escpecie;hp_genero;hp_casa;hp_bord;hp_sangre;hp_barita;hp_altura;hp_patronus;hp_actor;hp_image
a6a27c4f-9bbd-4bf9-89b2-f62171ae9a37;Ivan Volkov;;;human;male;;;;;;;;
29db34fe-8f85-4fc0-accf-642d025de301;Connolly;;;human;male;;;;;;;;
9fd63149-724d-4a80-9761-6db7394575c0;Barry Ryan;;;human;male;;;;;;;;
311850b1-2d4d-4e29-b115-9488cc554415;Troy;;;human;male;;;;;;;;
0bdbed6e-7690-4326-99cc-86de89dc4a58;Mullet;;;human;female;;;;;;;;
8b225672-8f2a-4a11-829b-3b42d082aff0;Moran;;;human;female;;;;;;;;
2bbc36f9-914c-45c7-b61e-1003f2ac728f;Quigley;;;human;male;;;;;;;;
559719e0-c54d-4589-8485-2dc865581001;Aidan Lynch;;;human;male;;;;;;;;
53ed1c30-a5dc-4b1b-aa0d-3da881b0ddc2;Hassan Mostafa;;;human;male;;;;;;;;
a93b80a0-987d-4148-944d-16043df95e8c;Dennis Creevey;;;human;male;;;muggleborn;;;;;
99d3ce6b-6a45-495a-a7c6-132203697d45;Aurora Sinistra;Professor Sinistra;;human;female;;;;;;;;
05bd5fd1-f347-45e6-8ec0-59b7f11c2aec;Stewart Ackerley;;;human;male;Ravenclaw;;;;;;;
2f8db183-e935-4b91-884f-fb9effe42ab8;Malcolm Baddock;;;human;male;Slytherin;;;;;;;
29adbbf0-417a-4c97-8467-adb5341f75e5;Eleanor Branstone;;;human;female;Hufflepuff;;;;;;;
98546bab-8d5b-4627-95f6-38e306d58a91;Owen Cauldwell;;;human;male;Hufflepuff;;;;;;;
cf3707ad-e816-4b54-90d0-403800a06ecd;Emma Dobbs;;;human;female;;;;;;;;
ae068570-8419-4063-bf61-ba4a0ef41fe3;Laura Madley;;;human;female;Hufflepuff;;;;;;;
48880498-3903-4914-bd11-ec650d803199;Natalie McDonald;;;human;female;Gryffindor;;;;;;;
a506574f-c8cf-46c6-a8ac-2f805c25e49e;Graham Pritchard;;;human;male;Slytherin;;;;;;;
b01be346-290b-4f65-9c88-a49922e116ee;Orla Quirke;;;human;female;Ravenclaw;;;;;;;
4eef1e03-cf1c-4441-9119-a6e47a61f880;Kevin Whitby;;;human;male;Hufflepuff;;;;;;;
13a54f8a-7f68-4add-a1b4-49f60c8e7bcc;Eloise Midgen;;;human;female;Gryffindor;;;;;;Samantha Clinch;
41ebe856-f0f4-4c77-8795-4735d3a87f3d;Alastor Moody;Professor Moody;Mad-Eye;human;male;;;pure-blood;;;;Brendan Gleeson;
b4dbc2d2-afde-40ec-a622-b1ffa6aaca4d;Madame Maxime;Olympe Maxime;;half-giant;female;;;;;;;Frances de la Tour;
72239274-a060-4fd5-bff2-7d4a01d31969;Igor Karkaroff;;;human;male;;;;;;;Predrag Bjelac;
2ec7c04f-2aac-47e8-9f9c-2360b2884ac2;Poliakoff;;;human;male;;;;;;;;
6045a853-10f3-4d6d-a29d-b76c5972f264;Fawcett;;;human;female;Ravenclaw;;;;;;Alex Argenti;
0a6a1c41-793f-419c-a133-be6ac7d80ab6;Summers;;;human;male;Hufflepuff;;;;;;;
f1beae08-3bec-4978-89e9-4ecda4ec7514;Fleur Delacour;;;human;female;;;;;;;Clémence Poésy;
d254b20b-37a6-4468-bec9-6069754edaf2;Gregorovic;Mykew Gregorovitch;;human;male;;;;;;;Rade Šerbedžija;
2844e38c-ded3-47e7-8de2-381d1e3581fc;Rita Skeeter;;;human;female;;;;;;;Miranda Richardson;
f4b817be-f0c1-457d-8ec4-1716652d0c06;Stebbins;;;human;male;Ravenclaw;;;;;;;
b48c5b8a-4066-4c24-ba26-7677f5ed2b6f;Wilhelmina Grubbly-Plank;Professor Grubbly-Plank;;human;female;;;;;;;Apple Brook;
8ace1b0d-b058-4e44-994b-8dc2aa3427a5;Bozo;;;human;male;;;;;;;Peter O'Farrell;
4a2339cf-de3d-4e3c-899e-59d0a4c7606f;Evan Rosier;;;human;male;Slytherin;;;;;;;
d4a0a760-a318-4c62-a110-6533c28c57ba;Wilkes;;;human;male;Slytherin;;;;;;;
30d850c1-637b-41d7-a57a-e97b81216858;Avery;;;human;male;Slytherin;;;;;;Richard Rosson;
de6c8669-ce5b-4b03-b2f4-e8ea20742a58;Antonin Dolohov;;;human;male;;;;;;;Arben Bajraktaraj;
6a7090ae-b6ab-49a0-bd19-e24acb219426;Travers;;;human;male;;;;;;;Tav MacDougall;
f012a686-0aa8-47f6-96e3-0cf1577cad18;Marlene McKinnon;;;human;female;;;;;;;;
070e077a-2b02-44c0-80c1-f63817ee4a33;Mulciber;;;human;male;Slytherin;;;;;;;
dd3b2fbe-e9f2-4069-b881-9c31040ed9ae;Augustus Rookwood;;;human;male;;;;;;;Richard Trinder;
d0d1b648-4e97-4fd0-9045-b721b6ef18d4;Frank Longbottom;;;human;male;;;pure-blood;;;;James Payton;
27a51041-06a0-4f86-adb1-983ebfac708a;Alice Longbottom;;;human;female;;;pure-blood;;;;Lisa Wood ;
87f71cce-7a3d-498c-8a0b-ff90f96cb820;Violet;;;human;female;;;;;;;;
f59b1911-61ed-495a-8746-31b215a447f1;Apollyon Pringle;;;human;male;;;;;;;;
47fa1849-f127-47ba-8248-656f9b569e3f;Ogg;;;human;male;;;;;;;;
d1d4f6bb-be3c-4bf7-8f6b-824f4e3fa255;Mafalda Hopkirk;;;human;female;;;;;;;Jessica Hynes;
99370b33-d5a7-465b-91b1-55ef2a40182b;Nymphadora Tonks;Dora;Nymphadora Lupin;human;female;Hufflepuff;;;;;;Natalia Tena;
1bb1f2d3-a22d-4f88-b26b-75e18a805ae8;Elphias Doge;;;human;male;;;pure-blood;;;;Peter Cartwright;
9a2979bd-0325-4316-bc71-ec4cfe673dca;Dedalus Diggle;;;human;male;;;;;;;David Brett;
3f335cbf-3706-4b21-bf2e-bce7d0126f8f;Sturgis Podmore;;;human;male;;;;;;;;
5c87063c-ad61-4e65-8b2e-5fb69fc39c4e;Hestia Jones;;;human;female;;;;;;;;
c9c3927e-9858-477f-8847-db5d62841ab6;Ragnok;;;goblin;male;;;;;;;;
a64df82a-1131-46cb-ae94-659dadec66e5;Alphard Black;;;human;male;Slytherin;;pure-blood;;;;;
214bcbd0-a50a-42be-a25a-22f6eac5b8db;Regulus Black;Regulus Arcturus Black;;human;male;Slytherin;;pure-blood;;;;Tom Moorcroft;
3dfc2e91-ec32-4e50-bc7a-eda089fbed0d;Phineas Nigelus Black;Professor Phineas Nigellus Black;;human;male;Slytherin;;pure-blood;;;;John Atterbury;
ac403614-3872-4bef-b92f-efb4aeb8874b;Araminta Meliflua Black;;;human;female;Slytherin;;;;;;;
8475e091-e150-44de-9d83-1d524cfed5c5;Elladora Black;;;human;female;;;pure-blood;;;;;
d08ba2a1-2104-4719-89ec-4aab5d9b9072;Andromeda Tonks;;;human;female;Slytherin;;pure-blood;;;;;
78a85508-8396-4977-a837-87842f603be0;Ted Tonks;Edward;;human;female;;;muggleborn;;;;;
3cf024f3-d956-4b86-8d4d-944c79bc6fe7;Rodolphus Lestrange;;;human;male;Slytherin;;pure-blood;;;;;
874673a2-68e7-45b4-afbc-5520bb62af63;Rabastan Lestrange;;;human;male;Slytherin;;pure-blood;;;;;
d072aa84-ec4d-4c2f-a0a1-8831e1f6396a;Eric Munch;;;human;male;;;;;;;;
23821246-7a7a-45e5-82ce-2ed3589da4f3;Bob;;;human;male;;;;;;;Nicholas Blane;
4a0e91eb-ea6e-409d-b6f2-56f2155d05c9;Bengie Fenwick;;;human;male;;;;;;;;
028f862b-129d-43bf-b371-b1fefd82365c;Edgar Bones;;;human;male;;;;;;;Cliff Lanning;
87484ff7-777d-4fe3-88aa-f756c17fe4a2;Amelia Bones;;;human;female;;;;;;;Sian Thomas;
b48eacb4-6c52-4293-98a5-6433bde351c2;Caradoc Dearborn;;;human;male;;;;;;;;
2d4cc5cf-836f-4379-82e0-fca4e766ca70;Gideon Prewett;;;human;male;;;pure-blood;;;;;
a44923d3-776d-478b-af9c-3b2efc1e1360;Fabian Prewett;;;human;male;;;pure-blood;;;;;
94c993f6-a443-4408-b908-6e78e223e8ac;Aberforth Dumbledore;;;human;male;Gryffindor;;half-blood;;;goat;Jim McManus;
6f2c7ab3-db2c-454c-9f34-b8614b9779f8;Dorcas Meadowes;;;human;female;;;;;;;;
b1725aa9-117b-4e47-b749-9a7a8e1fafa0;Algie Longbottom;;;human;male;;;;;;;;
61b6d68e-4128-408c-9f71-9ef167cb0e69;Anthony Goldstein;;;human;male;Ravenclaw;;;;;;;
2b846267-2df3-4e13-8219-712d92dda9c1;Doris Purkiss;;;human;male;;;;;;;;
a01f6dbb-bad5-426b-a7df-f9613fa1021d;Euan Abercrombie;;;human;male;Gryffindor;;;;;;;
e65c8acb-0dfc-4f15-bcf8-d32b78811093;Rose Zeller;;;human;female;Hufflepuff;;;;;;;
fd142190-f1d7-4ce2-bdb3-6ed6b3edc020;Patricia Stimpson;;;human;female;;;;;;;;
26bd4437-73fa-4865-afdd-2fc1456f4592;Kenneth Towler;;;human;male;Gryffindor;;;;;;;
bff82738-5bb0-4edc-9cec-f80d1af4801f;Vicky Frobisher;;;human;female;Gryffindor;;;;;;;
88886e27-9ce2-416f-9dd6-56d4cd94a4fb;Geoffrey Hooper;;;human;male;Gryffindor;;;;;;;
57ce2ac3-2cea-4e76-9b2d-7d294f593d4a;Cassandra Trelawney;;;human;female;;;;;;;;
cb263aed-289b-43ad-8647-db54b8a5fc92;Michael Corner;;;human;male;Ravenclaw;;;;;;Ryan Nelson;
6fa93583-b935-4228-91e0-729e6713bdab;Zacharias Smith;;;human;male;Ravenclaw;;;;;;Nick Shirm;
781f1061-5413-40c7-8a35-b078e2e969b1;Barnabas the Barmy;;;human;male;;;;;;;;
ff0c4625-be03-4815-b7cf-241e496b0593;Karkus;;;giant;male;;;;;;;;
ab86f41a-3eeb-4586-95d8-b59fbdfc6bb7;Golgomath;;;giant;male;;;;;;;;
41a7eedf-f856-48e0-b9fd-69cfccaf8835;Fridwulfa;;;giant;female;;;;;;;;
d9cec110-a1d0-4437-9a55-dced475dfe6d;Andrew Kirke;;;human;male;Gryffindor;;;;;;;
575fbbc2-ac94-4c58-92f6-e5d75846da91;Jack Sloper;;;human;male;Gryffindor;;;;;;;
b45f28ff-29de-4149-8380-739db0e6855a;Everard;Professor Everard;;human;male;;;;;;;Sam Beazley;
4de07608-5dd6-451d-9efc-ccceefb9a2f6;Dilys Derwent;;;human;female;;;;;;;;
828aa47a-faa2-4481-b80d-14a4c7dd76ff;Hippocrates Smethwyck;;;human;male;;;;;;;;
8d3fc7e7-c313-4b66-bfd9-f9c8746520e3;Augustus Pye;;;human;male;;;;;;;;
5d9f5681-8f09-4c69-bc31-44b97b06811e;Urquhart Rackharrow;;;human;male;;;;;;;;
d878d27d-eef8-47de-9f01-9260d8c2290b;Willy Widdershins;;;human;male;;;;;;;;
b1d8360e-333f-43e8-a0bb-b26217a0d91c;Agnes;;;human;female;;;;;;;;
00434cd3-fcc7-44c7-8f98-7368415b4206;Miriam Strout;;;human;female;;;;;;;;
bc9b5ca3-632f-4fbf-a188-23c5da3cb31c;Madam Puddifoot;;;human;female;;;;;;;;
6e74bd51-c1c0-4db0-b821-3570a62912f5;Summerby;;;human;male;Hufflepuff;;;;;;;
4a0f4c3b-14dc-4a9e-a2f8-da23734f5d34;Marietta Edgecombe;;;human;female;Ravenclaw;;;;;;;
4ecfda07-0e35-4afe-86d8-d48b979e13a7;Madam Edgecombe;;;human;female;;;;;;;;
7d87a1aa-ea29-4ddd-8831-67113735b470;John Dawlish;;;human;male;;;;;;;Richard Leaf;
3a989b9d-a9a3-41fb-8246-35becfb0c7ad;Bradley;;;human;male;Ravenclaw;;;;;;;
0a13bf8e-a763-44cc-ac76-c6c53a639809;Roger Davies;;;human;male;Ravenclaw;;;;;;Henry Lloyd-Hughes;
b91bfd22-05cd-4209-970c-dc56c463e9df;Grawp;;;giant;male;;;;;;;Tony Maudsley;
b04e0987-7e90-4492-a6b4-4974468e3a2e;Griselda Marchbanks;Madam Professor Griselda Marchbanks;;human;female;;;;;;;;
a3e5ea64-b103-4f47-bc26-dc08b799c668;Eddie Carmichael;;;human;male;Ravenclaw;;;;;;;
7772cb4e-5c33-405a-970d-c05cae167917;Daphne Greengrass;;;human;female;Slytherin;;pure-blood;;;;;
e8066a6a-33f3-4650-a8b1-72d4315989dd;Tofty;Professor Tofty;;human;male;;;;;;;;
91097f7f-1dd7-42cb-9f53-003c9c4ea0db;Tiberius Ogden;;;human;male;;;;;;;;
1984a8cd-eeb1-4c2c-b4a0-6574219a1b1f;Pierre Bonaccord;;;human;male;;;;;;;;
0f3b4e5e-89e4-42f5-ab00-958ec3895965;Stubby Boardman;Sirius Black;;human;male;;;;;;;;
4adb7764-5292-4b1d-988b-45aa2f9aa7bc;Magorian;;;centaur;male;;;;;;;Michael Wildman;
2cd07351-973b-4feb-8b02-7bfa5b8b63cd;Emmeline Vance;;;human;female;;;;;;;Brigitte Millar;
c6176f66-ad40-4d0d-9a35-76e2b58c7c23;Herbert Chorley;;;human;male;;;muggle;;;;;
2859f35c-8c47-4a8e-8649-61499a9352df;Rufus Scrimgeour;;;human;male;;;;;;;Bill Nighy;
fed82306-e03c-48ed-b3f5-06de7af38bc8;Corban Yaxley;;;human;male;;;;;;;Peter Mullan;
f3c96d16-e0de-4417-9052-5259e6a8e781;Fenrir Greyback;;;werewolf;male;;;;;;;Dave Legeno;
1d4c4ebb-84cb-4e32-92d2-28232448675c;Dirk Cresswell;;;human;male;;;muggleborn;;;;;
2143bf7c-8f8e-46f1-8860-b9a9558a4f8f;Barnabas Cuffe;;;human;male;;;;;;;Roger C. Bailey;
39357ad1-ae41-4a2c-b24f-77e7296db059;Ambrosius Flume;;;human;male;;;;;;;;
3314a65a-47c8-4ae5-8c60-15bfb25a5a0f;Gwenog Jones;;;human;female;;;;;;;;
451602b0-74e6-4481-b7b1-443c9280c82d;Arkie Philpott;;;human;male;;;;;;;;
46375e59-a782-4e43-bb7f-82560a5dd146;Verity;;;human;female;;;;;;;;
6c4350a9-2356-4bba-96bd-0458c12d99b5;Romilda Vane;;;human;female;Gryffindor;;;;;;Anna Shaffer;
341e65d4-6917-48d7-80b2-1f9af607e95a;Cormac McLaggen;;;human;male;Gryffindor;;;;;;Freddie Stroma;
938559ee-e8e5-4963-8437-e7da04fd1b31;Marcus Belby;;;human;male;Ravenclaw;;;;;;Robert Knox;
af3601a7-61c8-43ba-a685-a9c9d7b76de4;Damocles Belby;;;human;male;;;;;;;;
b44d83d7-8850-4fe7-b246-2335322a46f1;Tiberius;;;human;male;;;;;;;;
cbb7e8e0-c8f7-4a3f-befc-b288e1c385d4;Bertie Higgs;;;human;male;;;;;;;;
3ba97e84-9fbb-49a6-b084-0924e811e712;Proudfoot;;;human;male;;;;;;;;
44551b41-9742-40ad-b327-15227ef615c4;Savage;;;human;male;;;;;;;;
f8c5cdbf-a6e9-431b-85a4-9d6dd2fa09dd;Humphrey Belcher;;;human;male;;;;;;;;
6821f44c-d662-4a57-9236-0a0b289e14ac;Bob Ogden;;;human;male;;;;;;;;
ee7b0dfb-b639-46f1-9364-7644a103a9a3;Morfin Gaunt;;;human;male;;;pure-blood;;;;;
0607b07a-d58a-47c7-8845-32476298e9ef;Marvolo Gaunt;;;human;male;;;pure-blood;;;;;
23d32b4f-189e-4704-918c-73e733293bcd;Merope Gaunt;Merope Riddle;;human;female;;;pure-blood;;;;;
b1189355-fe8a-49c5-9a37-3312ef7caecf;Cecilia;;;human;female;;;muggle;;;;;
3a0fe4df-2e40-4541-8d7f-13586f0b9294;Tom Riddle;Tom Riddle Senior;;human;male;;;muggle;;;;;
0e53860c-7679-49e4-891e-fb92286f0e5b;Demelza Robins;;;human;female;Gryffindor;;;;;;Katy Huxley-Golden;
28e9fe6b-3ca5-41ca-8a14-b995e0fb398b;Jimmy Peakes;;;human;male;Gryffindor;;;;;;;
c74b1fae-4793-4b47-bec2-ee652beabce2;Ritchie Coote;;;human;male;Gryffindor;;;;;;Ashley Virgil;
9ba0ca6e-4fba-410d-9b5e-e20694dde413;Melinda Bobbin;;;human;female;;;;;;;;
a4cbbe42-e30c-44b6-81c2-4690900a9a91;Leanne;;;human;female;Hufflepuff;;;;;;Isabella Laughland;
e0656ac4-fa6d-419b-a798-ce98ccb1e5dd;Caractacus Burke;;;human;male;;;;;;;;
345e02fa-cb14-4269-be4b-8c50090f42fb;Billy Stubbs;;;human;male;;;muggle;;;;;
f4c61a83-8f9a-4e66-873f-2e7375d6d309;Amy Benson;;;human;female;;;muggle;;;;;
36f0ca66-b700-4ed6-9cc3-884941f3dfab;Dennis Bishop;;;human;male;;;muggle;;;;;
39c01cd4-c599-4eb2-86be-86c3b5e38aee;Mrs Cole;;;human;female;;;muggle;;;;Amelda Brown;
a224e504-8a52-4e25-82fc-22cc121180e9;Eric Whalley;;;human;male;;;muggle;;;;;
215330e2-953c-4ed1-996c-d813f752c02d;Vaisey;;;human;male;Slytherin;;;;;;;
56bc7e56-740f-4140-85f4-dc591e66a322;Harper;;;human;male;Slytherin;;;;;;;
31749f52-77fa-4a73-be32-398ba74237f9;Urquhart;;;human;male;Slytherin;;;;;;;
0d3d2a06-54dd-4f0a-80b5-a4b9e7f651b1;Eldred Worple;;;human;male;;;;;;;Paul Ritter;
c86421d3-d5a1-4ab3-a980-1ba6bca5e572;Sangwini;;;vampire;male;;;;;;;Charlie Bennison;
cc511b1e-0f11-4b83-80a7-5862cf0ef145;Gawain Robards;;;human;male;;;;;;;;
0a0dfd61-c500-4a02-ad56-b7ab4f4a9371;Fergus;;;human;male;;;;;;;;
dfc535e3-c367-4d6c-b026-a3ae450c7c1b;Wilkie Twycross;;;human;male;;;;;;;;
ff9a7a10-34b8-4b62-bab8-66aee1f4141b;Cadwallader;;;human;male;Hufflepuff;;;;;;;
c4e73590-3ee2-4125-87fb-692dd991819b;Galatea Merrythought;;;human;female;;;;;;;;
92956011-c3f9-4537-80a7-798ec6065f98;Hepzibah Smith;;;human;female;;;;;;;;
096825a1-4e83-4744-8186-a83139d387c1;Hokey;;;house-elf;female;;;;;;;;
9cd332eb-9f6c-4c03-8c66-9dd04bb23dd4;Octavius Pepper;;;human;male;;;;;;;;
58cfdca2-6068-4474-ad37-5e12a1b50671;Bertram Aubrey;;;human;male;;;;;;;;
ceb72b66-cef4-4578-a48b-5e613fcbd276;Eileen Prince;;;human;female;;;pure-blood;;;;;
5d20ece0-e872-453b-8f9a-bee8b704f7c7;Amycus Carrow;;;human;male;Slytherin;;;;;;Ralph Ineson;
88c30ceb-c607-49bc-b6c9-85365aee9e8c;Alecto Carrow;;;human;female;Slytherin;;;;;;Suzie Toase;
e12104b2-a1e1-4d62-8c83-9ada5c95eb9f;Gibbon;;;human;male;;;;;;;;
85fc2ddf-c149-4bae-a987-2a6924960ffa;Tobias Snape;;;human;male;;;;;;;;
81ff4efd-b2e3-45db-8be8-08a5bc4f195a;Pius Thicknesse;;;human;male;;;;;;;Guy Henry;
61d78dce-890b-4f02-844f-b41d66553802;Charity Burbage;;;human;female;;;;;;;Carolyn Pickles;
4a45f7ae-518b-4e9a-bf6e-cb9134d29afc;Percival Dumbledore;;;human;male;;;;;;;;
5a4c95db-947d-4914-a631-41e8d466328e;Kendra Dumbledore;;;human;female;;;muggleborn;;;;;
a3cf6943-d402-41d4-b98e-3c4a444b828d;Ariana Dumbledore;;;human;female;;;half-blood;;;;Hebe Beardsall;
5cd214c9-7822-47e0-b41d-01939ade77e7;Betty Braithwaite;;;human;female;;;;;;;;
acff45a0-33e5-4d19-ad9b-4e522e5edaab;Apolline Delacour;;;half-human;female;;;half-veela;;;;;
5293240e-c512-4cdb-89b0-cb21ef8b04fb;Gabrielle Delacour;;;human;female;;;quarter-veela;;;;Angelica Mandy;
bd9f49ef-452e-4c22-84c8-ab76da9f0003;Monsieur Delacour;;;human;male;;;;;;;;
4848cf4f-27ac-42d3-8e49-f63515c92c37;Dragomir Gorgovitch;;;human;male;;;;;;;;
d1e8ddf1-cfc7-404a-bffe-f4ac6c656ead;Xenophilius Lovegood;;;human;male;Ravenclaw;;;;;;Rhys Ifans;
f7457448-8382-4e5e-b72a-0044fc6f8958;Muriel;Aunt Muriel;;human;female;;;;;;;Matyelok Gibbs;
cf903d42-5d51-44b0-b362-adc57e626885;Bilius;Uncle Bilius;;human;male;;;;;;;;
753ffe5f-19a8-41c9-b264-289766c8a4be;Thorfinn Rowle;;;human;male;;;;;;;Rod Hunt;
d4eee96d-c53f-4e6f-8a95-c97d42343833;Reg Cattermole;Reginald Cattermole;;human;male;;;;;;;Steffan Rhodri;
22ed3c3e-c30c-4e79-a93d-fdfe470c8090;Albert Runcorn;;;human;male;;;;;;;David O'Hara;
daea26d1-895d-4c29-8225-4d1ec2607cf0;Arkie Alderton;;;human;male;;;;;;;;
e96dc731-5217-4c83-b173-248e1c70b5e7;Mary Cattermole;Mary Elizabeth Cattermole;;human;female;;;muggleborn;cherry;8.75;;Kate Fleetwood;
5f70c4d0-981e-4dab-993d-5af0aa6bbcd5;Maisie Cattermole;;;human;female;;;;;;;;
0aabac0a-9212-4cad-9c42-d54886feb351;Ellie Cattermole;;;human;female;;;;;;;;
064733fb-bd1c-4b15-8fdd-2b3100b34f0b;Alfred Cattermole;;;human;male;;;;;;;;
0f5bc3a8-566d-443e-a49a-8e0616fb8dec;Gornuk;;;goblin;male;;;;;;;;
ede100e7-c8d8-42bb-8d39-ed41c92979c8;Bowman Wright;;;human;male;;;;;;;;
151f886b-2fcf-4010-9e6f-8621e616a2c4;Ivor Dillonsby;;;human;male;;;;;;;;
38aa76a6-d1d9-4ef5-9e67-573fe4fa916e;Enid Smeek;;;human;female;;;;;;;;
8e0715f3-1b16-44b7-862d-bcdea99e7ba6;Egbert the Egregious;;;human;male;;;;;;;;
d9175f7a-9e92-45fc-8207-b31b5a69c8e6;Godelot;;;human;male;;;;;;;;
6af6d07a-692a-42d6-80ab-dec3cef84269;Hereward;;;human;male;;;;;;;;
63b292fd-d297-4bb3-95d2-51a88a46891b;Loxias;;;human;male;;;;;;;;
c86e0027-dd93-4ddd-bec3-a1b832fd27f1;Barnabas Deverill;;;human;male;;;;;;;;
3535214c-9814-42c1-95d1-2e1db92d2a47;Arcus;;;human;male;;;;;;;;
b336a6be-7954-420e-8e05-95945ad1d727;Livius;;;human;male;;;;;;;;
14505ff9-e2d8-4a27-bc85-c8d8dfb2ca33;Antioch Peverell;First Brother;;human;male;;;pure-blood;;;;;
9a8b9fcd-6610-4e24-a5c6-bec1aa50fadd;Cadmus Peverell;Second Brother;;human;male;;;pure-blood;;;;;
461bddf4-cc9d-4737-b1a2-703c06b771a6;Ignotus Peverell;Third Brother;;human;male;;;pure-blood;;;;;
a8dc2688-e8a2-4d50-ac06-5cd324becb5b;Selwyn;;;human;male;;;pure-blood;;;;;
1d6d87f8-6561-4e27-b77d-247067d3a7cc;Scabior;;;human;male;Slytherin;;;;;;Nick Moran;
b3c7de0a-fc23-4dd5-94d2-27e906c45fb7;Ragnuk the First;King Ragnuk the First;;goblin;male;;;;;;;;
7d7968e6-ef05-4192-87d5-99ebd1e54d0b;Ted Lupin;Edward Remus Teddy Lupin;;human;male;Hufflepuff;;half-blood;;;;Luke Newberry;
cae8556b-eea7-4e5a-b6a3-29d685421bfa;Marius;;;human;male;;;;;;;;
a2c4fbb5-af04-45a4-9a1e-b39f9bb479c8;Bogrod;;;goblin;male;;;;;;;Jon Key;
2d9fd582-0be6-4f11-98f5-3358ad14b973;The Grey Lady;Helena Ravenclaw;;ghost;female;;;;;;;Nina Young;
2550709a-d94b-4794-bb5f-a8d6ba546011;Dexter Fortescue;;;human;male;;;;;;;;
6025d951-2638-4827-baff-aa5db5017a4a;Lily Potter;Lily Luna Potter;;human;female;Gryffindor;;half-blood;;;;Daphne de Beistegui;
9c8ce8c7-ae0a-4646-920f-09c071862f10;James Potter;James Sirius Potter;;human;male;Gryffindor;;half-blood;;;;Will Dunn;
dcdc063e-cf3e-48fc-b777-65922e899b38;Albus Severus Potter;Al;;human;male;Slytherin;;half-blood;;;;Arthur Bowen;
e4653b01-76a5-4769-a6a2-1f2efaf89cbb;Rose Weasley;;;human;female;Gryffindor;;half-blood;;;;Helena Barlow;
2b203c7e-7b3d-4f27-8b3c-11473904da73;Hugo Weasley;;;human;male;;;half-blood;;;;Ryan Turner;
7f2f6207-8998-4f98-92c2-8d02898a82eb;Scorpius Malfoy;Scorpius Hyperion Malfoy;;human;male;Slytherin;;pure-blood;;;;Bertie Gilbert;
57fe29d4-312a-4711-bd9a-c320253d9176;Victoire Weasley;;;human;female;;;;;;;;
